return_id,order_id,product_id,return_date,quantity,reason
RET0001341,ORD0008524,PRD00173,2026-02-21,3,Defective
RET0001342,ORD0004753,PRD00996,2025-03-17,2,Wrong Product
RET0001343,ORD0044631,PRD00635,2025-04-26,2,Size/Compatibility
RET0001344,ORD0011547,PRD00153,2026-02-08,3,Size/Compatibility
RET0001345,ORD0047374,PRD00343,2025-07-18,1,Size/Compatibility
RET0001346,ORD0018329,PRD00250,2025-09-09,2,Damaged
RET0001347,ORD0042084,PRD00231,2025-11-07,2,Wrong Product
RET0001348,ORD0034293,PRD00969,2025-07-09,2,Size/Compatibility
RET0001349,ORD0038128,PRD00999,2026-05-31,3,Size/Compatibility
RET0001350,ORD0030840,PRD00859,2026-07-16,1,Damaged
RET0001351,ORD0037242,PRD00643,2025-02-18,2,Wrong Product
RET0001352,ORD0034502,PRD00061,2025-06-19,3,Damaged
RET0001353,ORD0003112,PRD00703,2025-04-03,3,Damaged
RET0001354,ORD0045760,PRD00139,2026-07-14,2,Damaged
RET0001355,ORD0026278,PRD00207,2026-05-06,2,Changed Mind
RET0001356,ORD0039663,PRD00552,2026-04-19,3,Late Delivery
RET0001357,ORD0013951,PRD00832,2026-07-07,1,Damaged
RET0001358,ORD0007584,PRD00138,2026-01-09,3,Wrong Product
RET0001359,ORD0015489,PRD01000,2026-02-19,3,Size/Compatibility
RET0001360,ORD0044252,PRD00443,2026-06-15,2,Late Delivery
RET0001361,ORD0013085,PRD00475,2025-08-07,1,Defective
RET0001362,ORD0017512,PRD00163,2025-03-20,2,Changed Mind
RET0001363,ORD0036442,PRD00999,2025-09-09,3,Wrong Product
RET0001364,ORD0009189,PRD00952,2025-09-02,1,Late Delivery
RET0001365,ORD0027965,PRD00218,2026-02-19,3,Size/Compatibility
RET0001366,ORD0001543,PRD00314,2026-02-15,3,Defective
RET0001367,ORD0010301,PRD00067,2025-03-30,2,Wrong Product
RET0001368,ORD0039470,PRD00157,2026-07-30,3,Size/Compatibility
RET0001369,ORD0026477,PRD00125,2026-01-26,2,Defective
RET0001370,ORD0005130,PRD00689,2026-01-25,2,Damaged
RET0001371,ORD0048545,PRD00680,2026-01-18,2,Size/Compatibility
RET0001372,ORD0001464,PRD00696,2026-04-20,2,Defective
RET0001373,ORD0025701,PRD00519,2026-05-12,1,Defective
RET0001374,ORD0047209,PRD00092,2026-07-03,3,Damaged
RET0001375,ORD0005730,PRD00537,2025-05-02,2,Wrong Product
RET0001376,ORD0041786,PRD00160,2025-01-21,3,Wrong Product
RET0001377,ORD0041181,PRD00736,2025-09-11,3,Wrong Product
RET0001378,ORD0025516,PRD00536,2025-12-13,2,Damaged
RET0001379,ORD0010763,PRD00509,2025-12-04,3,Defective
RET0001380,ORD0049975,PRD00602,2025-07-24,3,Late Delivery
RET0001381,ORD0010576,PRD00181,2026-06-15,1,Wrong Product
RET0001382,ORD0031494,PRD00777,2026-03-08,3,Changed Mind
RET0001383,ORD0023574,PRD00808,2026-05-22,3,Damaged
RET0001384,ORD0006091,PRD00622,2026-08-03,1,Size/Compatibility
RET0001385,ORD0023868,PRD00123,2026-03-21,1,Damaged
RET0001386,ORD0009273,PRD00460,2025-12-07,2,Size/Compatibility
RET0001387,ORD0039719,PRD00098,2025-05-02,3,Late Delivery
RET0001388,ORD0006075,PRD00583,2025-02-03,2,Late Delivery
RET0001389,ORD0006825,PRD00975,2025-12-01,1,Late Delivery
RET0001390,ORD0038794,PRD00994,2026-06-14,3,Damaged
RET0001391,ORD0049293,PRD00821,2025-07-20,1,Size/Compatibility
RET0001392,ORD0016037,PRD00973,2025-09-08,1,Wrong Product
RET0001393,ORD0035866,PRD00812,2026-04-27,1,Defective
RET0001394,ORD0022027,PRD00725,2025-08-06,3,Changed Mind
RET0001395,ORD0039903,PRD00763,2026-03-09,3,Changed Mind
RET0001396,ORD0023062,PRD00973,2025-08-13,1,Size/Compatibility
RET0001397,ORD0004837,PRD00674,2026-04-23,3,Changed Mind
RET0001398,ORD0032180,PRD00604,2026-01-04,3,Defective
RET0001399,ORD0001153,PRD00264,2026-07-26,1,Defective
RET0001400,ORD0024817,PRD00560,2025-05-09,3,Defective
RET0001401,ORD0015341,PRD00656,2025-05-27,3,Defective
RET0001402,ORD0014136,PRD00193,2026-05-02,3,Defective
RET0001403,ORD0026068,PRD00088,2025-04-14,1,Damaged
RET0001404,ORD0028520,PRD00332,2025-08-18,3,Damaged
RET0001405,ORD0016511,PRD00733,2025-02-24,1,Wrong Product
RET0001406,ORD0025105,PRD00240,2025-12-09,2,Defective
RET0001407,ORD0035316,PRD00837,2025-09-16,3,Late Delivery
RET0001408,ORD0047494,PRD00714,2026-08-24,2,Size/Compatibility
RET0001409,ORD0002223,PRD00729,2025-11-05,1,Changed Mind
RET0001410,ORD0000408,PRD00825,2025-06-14,1,Changed Mind
RET0001411,ORD0026837,PRD00445,2026-01-11,1,Late Delivery
RET0001412,ORD0028460,PRD00123,2026-01-05,1,Changed Mind
RET0001413,ORD0028616,PRD00235,2026-08-25,1,Wrong Product
RET0001414,ORD0035325,PRD00657,2026-08-14,3,Damaged
RET0001415,ORD0016201,PRD00610,2026-07-02,1,Defective
RET0001416,ORD0047715,PRD00499,2025-12-05,3,Wrong Product
RET0001417,ORD0028021,PRD00133,2026-07-31,1,Late Delivery
RET0001418,ORD0041407,PRD00581,2025-01-11,3,Changed Mind
RET0001419,ORD0006954,PRD00201,2025-06-11,1,Changed Mind
RET0001420,ORD0021091,PRD00410,2025-01-04,1,Size/Compatibility
RET0001421,ORD0034773,PRD00433,2026-04-18,3,Size/Compatibility
RET0001422,ORD0036638,PRD00243,2026-07-30,2,Size/Compatibility
RET0001423,ORD0003796,PRD00790,2026-07-09,2,Wrong Product
RET0001424,ORD0026981,PRD00597,2025-10-02,2,Changed Mind
RET0001425,ORD0025515,PRD00624,2025-09-09,2,Changed Mind
RET0001426,ORD0005048,PRD00217,2025-09-05,3,Changed Mind
RET0001427,ORD0016739,PRD00602,2026-04-28,1,Size/Compatibility
RET0001428,ORD0030373,PRD00348,2026-02-06,2,Late Delivery
RET0001429,ORD0023973,PRD00242,2026-03-06,3,Size/Compatibility
RET0001430,ORD0018890,PRD00202,2026-02-04,3,Defective
RET0001431,ORD0045506,PRD00941,2026-08-15,1,Changed Mind
RET0001432,ORD0031126,PRD00683,2025-04-03,2,Late Delivery
RET0001433,ORD0028108,PRD00412,2025-02-27,3,Changed Mind
RET0001434,ORD0015067,PRD00489,2026-06-08,2,Changed Mind
RET0001435,ORD0046076,PRD00890,2025-05-02,3,Damaged
RET0001436,ORD0012966,PRD00397,2025-05-16,3,Size/Compatibility
RET0001437,ORD0038725,PRD00251,2025-03-08,1,Defective
RET0001438,ORD0006525,PRD00712,2025-11-02,2,Wrong Product
RET0001439,ORD0045125,PRD00218,2025-09-18,2,Damaged
RET0001440,ORD0031845,PRD00264,2025-12-31,1,Damaged
RET0001441,ORD0004241,PRD00656,2025-01-21,3,Damaged
RET0001442,ORD0035869,PRD00985,2026-06-07,3,Defective
RET0001443,ORD0024906,PRD00698,2026-07-12,3,Changed Mind
RET0001444,ORD0006473,PRD00644,2026-07-30,1,Defective
RET0001445,ORD0010939,PRD00655,2026-02-01,1,Damaged
RET0001446,ORD0015251,PRD00402,2025-11-20,2,Damaged
RET0001447,ORD0009544,PRD00642,2026-05-10,3,Wrong Product
RET0001448,ORD0030005,PRD00158,2025-08-11,3,Damaged
RET0001449,ORD0013814,PRD00072,2026-06-02,1,Size/Compatibility
RET0001450,ORD0020835,PRD00273,2025-06-21,1,Size/Compatibility
RET0001451,ORD0039177,PRD00129,2025-10-09,2,Size/Compatibility
RET0001452,ORD0003482,PRD00770,2025-10-17,2,Changed Mind
RET0001453,ORD0038260,PRD00414,2026-07-28,3,Damaged
RET0001454,ORD0022571,PRD00882,2025-08-25,1,Wrong Product
RET0001455,ORD0003788,PRD00442,2026-08-14,1,Changed Mind
RET0001456,ORD0047388,PRD00852,2025-05-11,1,Size/Compatibility
RET0001457,ORD0028150,PRD00581,2026-07-10,1,Damaged
RET0001458,ORD0047514,PRD00072,2025-04-06,2,Damaged
RET0001459,ORD0002736,PRD00068,2025-12-30,3,Damaged
RET0001460,ORD0032583,PRD00072,2026-08-16,3,Late Delivery
RET0001461,ORD0018863,PRD00932,2026-04-29,2,Defective
RET0001462,ORD0037679,PRD00706,2025-02-20,1,Wrong Product
RET0001463,ORD0037336,PRD00957,2026-01-14,1,Wrong Product
RET0001464,ORD0006520,PRD00522,2025-10-14,2,Late Delivery
RET0001465,ORD0006459,PRD00308,2025-05-22,2,Wrong Product
RET0001466,ORD0026868,PRD00064,2025-04-09,1,Damaged
RET0001467,ORD0016459,PRD00180,2025-04-21,2,Defective
RET0001468,ORD0042965,PRD00585,2025-05-22,3,Damaged
RET0001469,ORD0011243,PRD00699,2025-07-28,1,Wrong Product
RET0001470,ORD0029675,PRD00739,2026-08-22,2,Size/Compatibility
RET0001471,ORD0022612,PRD00482,2025-01-09,3,Size/Compatibility
RET0001472,ORD0033565,PRD00406,2026-08-16,2,Size/Compatibility
RET0001473,ORD0008124,PRD00314,2026-05-11,1,Late Delivery
RET0001474,ORD0013149,PRD00697,2025-08-18,2,Late Delivery
RET0001475,ORD0009437,PRD00016,2025-09-07,2,Changed Mind
RET0001476,ORD0029662,PRD00817,2025-06-26,1,Wrong Product
RET0001477,ORD0016953,PRD00638,2026-02-27,3,Damaged
RET0001478,ORD0023579,PRD00606,2025-08-18,1,Wrong Product
RET0001479,ORD0029163,PRD00644,2025-04-06,2,Wrong Product
RET0001480,ORD0002438,PRD00731,2025-03-29,3,Wrong Product
RET0001481,ORD0014237,PRD00148,2026-08-09,3,Size/Compatibility
RET0001482,ORD0000344,PRD00641,2025-12-17,3,Damaged
RET0001483,ORD0016645,PRD00729,2025-08-13,3,Late Delivery
RET0001484,ORD0023284,PRD00556,2026-05-13,1,Changed Mind
RET0001485,ORD0033890,PRD00944,2025-07-24,2,Wrong Product
RET0001486,ORD0017566,PRD00503,2025-07-19,2,Changed Mind
RET0001487,ORD0036483,PRD00785,2026-07-07,2,Late Delivery
RET0001488,ORD0015933,PRD00784,2026-03-14,1,Wrong Product
RET0001489,ORD0013497,PRD00553,2025-09-15,2,Damaged
RET0001490,ORD0011030,PRD00282,2025-10-20,3,Size/Compatibility
RET0001491,ORD0008228,PRD00967,2025-03-23,3,Damaged
RET0001492,ORD0048109,PRD00227,2025-12-04,2,Defective
RET0001493,ORD0009457,PRD00722,2025-04-16,3,Damaged
RET0001494,ORD0022883,PRD00090,2025-11-30,2,Changed Mind
RET0001495,ORD0033261,PRD00367,2026-07-06,1,Defective
RET0001496,ORD0035176,PRD00526,2025-08-02,2,Defective
RET0001497,ORD0021361,PRD00647,2025-06-17,3,Defective
RET0001498,ORD0023934,PRD00197,2025-06-28,3,Late Delivery
RET0001499,ORD0003919,PRD00021,2026-01-23,3,Defective
RET0001500,ORD0043262,PRD00693,2026-05-03,2,Size/Compatibility
RET0001501,ORD0041955,PRD00652,2025-11-24,1,Late Delivery
RET0001502,ORD0047531,PRD00211,2025-04-12,1,Changed Mind
RET0001503,ORD0006524,PRD00280,2025-11-29,2,Wrong Product
RET0001504,ORD0003312,PRD00729,2025-05-27,3,Wrong Product
RET0001505,ORD0039597,PRD00831,2025-03-26,3,Wrong Product
RET0001506,ORD0042934,PRD00276,2025-12-14,1,Late Delivery
RET0001507,ORD0026832,PRD00651,2025-08-16,3,Late Delivery
RET0001508,ORD0020390,PRD00183,2025-08-13,3,Damaged
RET0001509,ORD0002066,PRD00106,2025-12-16,1,Late Delivery
RET0001510,ORD0040842,PRD00084,2025-11-20,3,Wrong Product
RET0001511,ORD0034920,PRD00139,2025-08-24,2,Size/Compatibility
RET0001512,ORD0049373,PRD00387,2025-12-21,2,Size/Compatibility
RET0001513,ORD0040782,PRD00011,2026-04-01,3,Changed Mind
RET0001514,ORD0012067,PRD00421,2026-07-28,2,Size/Compatibility
RET0001515,ORD0037949,PRD00404,2026-08-22,3,Size/Compatibility
RET0001516,ORD0030166,PRD00888,2026-02-11,3,Damaged
RET0001517,ORD0008164,PRD00752,2026-03-26,2,Defective
RET0001518,ORD0016299,PRD00831,2025-07-21,1,Late Delivery
RET0001519,ORD0036937,PRD00387,2025-10-22,3,Changed Mind
RET0001520,ORD0011858,PRD00903,2026-06-24,2,Changed Mind
RET0001521,ORD0029421,PRD00739,2026-05-12,2,Late Delivery
RET0001522,ORD0047117,PRD00506,2025-05-21,1,Changed Mind
RET0001523,ORD0004352,PRD00390,2026-08-11,1,Size/Compatibility
RET0001524,ORD0004304,PRD00585,2025-08-10,2,Changed Mind
RET0001525,ORD0034184,PRD00914,2025-11-26,3,Size/Compatibility
RET0001526,ORD0019890,PRD00510,2026-07-14,1,Changed Mind
RET0001527,ORD0033973,PRD00245,2025-03-03,3,Late Delivery
RET0001528,ORD0022547,PRD00931,2025-06-29,3,Size/Compatibility
RET0001529,ORD0024207,PRD00433,2026-08-02,2,Size/Compatibility
RET0001530,ORD0004997,PRD00965,2025-04-16,3,Late Delivery
RET0001531,ORD0019973,PRD00046,2025-04-16,3,Defective
RET0001532,ORD0047715,PRD00365,2026-02-19,2,Defective
RET0001533,ORD0029848,PRD00552,2025-03-11,3,Late Delivery
RET0001534,ORD0021129,PRD00094,2025-06-22,2,Size/Compatibility
RET0001535,ORD0004951,PRD00921,2025-11-26,1,Defective
RET0001536,ORD0004422,PRD00032,2025-07-22,1,Defective
RET0001537,ORD0035149,PRD00844,2025-04-20,1,Changed Mind
RET0001538,ORD0034412,PRD00562,2025-04-02,1,Size/Compatibility
RET0001539,ORD0048047,PRD00442,2025-09-03,2,Changed Mind
RET0001540,ORD0041294,PRD00684,2025-08-29,1,Changed Mind
RET0001541,ORD0047251,PRD00602,2025-11-22,2,Late Delivery
RET0001542,ORD0042606,PRD00840,2026-03-08,3,Defective
RET0001543,ORD0045607,PRD00430,2025-12-26,3,Size/Compatibility
RET0001544,ORD0032384,PRD00986,2025-06-02,1,Wrong Product
RET0001545,ORD0023407,PRD00790,2026-04-16,1,Wrong Product
RET0001546,ORD0029591,PRD00162,2025-09-11,2,Late Delivery
RET0001547,ORD0000712,PRD00083,2026-04-20,3,Damaged
RET0001548,ORD0040246,PRD00868,2026-05-01,1,Size/Compatibility
RET0001549,ORD0049202,PRD00854,2025-12-23,1,Size/Compatibility
RET0001550,ORD0009553,PRD00820,2026-04-09,1,Defective
RET0001551,ORD0031120,PRD00256,2026-08-22,1,Late Delivery
RET0001552,ORD0047148,PRD00811,2025-10-25,3,Damaged
RET0001553,ORD0015211,PRD00130,2025-05-19,3,Late Delivery
RET0001554,ORD0031509,PRD00755,2025-03-01,1,Damaged
RET0001555,ORD0024241,PRD00142,2026-06-28,1,Wrong Product
RET0001556,ORD0010086,PRD00996,2025-07-16,1,Size/Compatibility
RET0001557,ORD0001906,PRD00708,2026-07-11,1,Size/Compatibility
RET0001558,ORD0024378,PRD00394,2025-03-31,2,Defective
RET0001559,ORD0045269,PRD00202,2026-07-03,3,Defective
RET0001560,ORD0018990,PRD00205,2025-06-30,1,Defective
RET0001561,ORD0021352,PRD00040,2025-06-06,2,Defective
RET0001562,ORD0030596,PRD00464,2025-03-08,2,Damaged
RET0001563,ORD0035617,PRD00422,2025-12-07,2,Defective
RET0001564,ORD0020761,PRD00317,2026-03-29,2,Changed Mind
RET0001565,ORD0009770,PRD00696,2026-07-01,1,Size/Compatibility
RET0001566,ORD0039439,PRD00648,2026-06-13,3,Late Delivery
RET0001567,ORD0034772,PRD00390,2026-07-25,1,Damaged
RET0001568,ORD0019534,PRD00134,2025-10-11,2,Late Delivery
RET0001569,ORD0040887,PRD00338,2026-08-15,3,Late Delivery
RET0001570,ORD0002494,PRD00801,2026-03-21,1,Damaged
RET0001571,ORD0007090,PRD00387,2025-01-02,3,Wrong Product
RET0001572,ORD0029533,PRD00685,2026-08-12,3,Defective
RET0001573,ORD0038669,PRD00084,2025-01-13,3,Late Delivery
RET0001574,ORD0022010,PRD00415,2025-08-16,3,Changed Mind
RET0001575,ORD0039320,PRD00168,2026-06-05,2,Wrong Product
RET0001576,ORD0025520,PRD00847,2025-10-12,2,Size/Compatibility
RET0001577,ORD0021145,PRD00332,2025-11-07,3,Size/Compatibility
RET0001578,ORD0022722,PRD00795,2026-02-13,1,Damaged
RET0001579,ORD0018045,PRD00156,2025-09-14,2,Size/Compatibility
RET0001580,ORD0043428,PRD00270,2026-05-08,1,Defective
RET0001581,ORD0023849,PRD00345,2025-07-18,2,Size/Compatibility
RET0001582,ORD0036128,PRD00138,2026-07-20,2,Size/Compatibility
RET0001583,ORD0010826,PRD00311,2025-02-08,3,Late Delivery
RET0001584,ORD0031282,PRD00522,2026-01-01,2,Wrong Product
RET0001585,ORD0028197,PRD00401,2025-09-21,1,Late Delivery
RET0001586,ORD0028982,PRD00313,2025-09-29,1,Wrong Product
RET0001587,ORD0044812,PRD00715,2025-04-26,2,Size/Compatibility
RET0001588,ORD0031336,PRD00986,2026-05-27,3,Late Delivery
RET0001589,ORD0006443,PRD00058,2025-06-25,1,Changed Mind
RET0001590,ORD0006737,PRD00559,2026-05-12,2,Damaged
RET0001591,ORD0028445,PRD00757,2025-12-28,3,Size/Compatibility
RET0001592,ORD0012868,PRD00565,2025-09-22,1,Damaged
RET0001593,ORD0019214,PRD00294,2026-06-01,2,Wrong Product
RET0001594,ORD0020531,PRD00234,2025-01-09,1,Size/Compatibility
RET0001595,ORD0031796,PRD00005,2025-08-10,2,Late Delivery
RET0001596,ORD0035511,PRD00467,2026-03-14,3,Size/Compatibility
RET0001597,ORD0033625,PRD00652,2026-06-04,1,Damaged
RET0001598,ORD0030293,PRD00900,2026-04-07,1,Changed Mind
RET0001599,ORD0032465,PRD00617,2026-03-27,3,Late Delivery
RET0001600,ORD0023747,PRD00410,2026-02-15,2,Size/Compatibility
RET0001601,ORD0012210,PRD00820,2025-03-13,1,Late Delivery
RET0001602,ORD0003514,PRD00529,2025-12-11,1,Damaged
RET0001603,ORD0033552,PRD00457,2026-07-31,1,Defective
RET0001604,ORD0031443,PRD00918,2025-09-10,1,Changed Mind
RET0001605,ORD0038837,PRD00906,2025-08-10,2,Wrong Product
RET0001606,ORD0041989,PRD00987,2025-05-19,1,Size/Compatibility
RET0001607,ORD0046165,PRD00508,2025-12-12,2,Size/Compatibility
RET0001608,ORD0000390,PRD00213,2026-04-02,1,Size/Compatibility
RET0001609,ORD0046701,PRD00898,2025-07-04,2,Defective
RET0001610,ORD0016834,PRD00010,2026-01-13,3,Size/Compatibility
RET0001611,ORD0004741,PRD00339,2025-07-28,2,Defective
RET0001612,ORD0019867,PRD00088,2026-03-21,3,Changed Mind
RET0001613,ORD0025780,PRD00866,2026-02-21,2,Changed Mind
RET0001614,ORD0032710,PRD00662,2026-03-19,1,Late Delivery
RET0001615,ORD0013438,PRD00571,2025-03-24,2,Size/Compatibility
RET0001616,ORD0006605,PRD00581,2025-02-06,3,Wrong Product
RET0001617,ORD0042647,PRD00673,2025-06-11,1,Damaged
RET0001618,ORD0030412,PRD00940,2025-01-08,3,Wrong Product
RET0001619,ORD0008149,PRD00856,2025-08-22,2,Changed Mind
RET0001620,ORD0049619,PRD00772,2026-03-09,2,Changed Mind
RET0001621,ORD0022036,PRD00206,2025-11-26,2,Late Delivery
RET0001622,ORD0006010,PRD00242,2026-04-28,2,Changed Mind
RET0001623,ORD0006110,PRD00291,2025-10-14,3,Size/Compatibility
RET0001624,ORD0021945,PRD00111,2025-11-11,1,Changed Mind
RET0001625,ORD0000086,PRD00417,2025-07-28,2,Size/Compatibility
RET0001626,ORD0041319,PRD00483,2025-07-14,3,Damaged
RET0001627,ORD0017188,PRD00599,2025-09-05,2,Wrong Product
RET0001628,ORD0026244,PRD00349,2025-02-01,1,Size/Compatibility
RET0001629,ORD0044216,PRD00281,2026-07-11,3,Late Delivery
RET0001630,ORD0021656,PRD00656,2025-12-01,2,Defective
RET0001631,ORD0043613,PRD00570,2025-03-19,2,Size/Compatibility
RET0001632,ORD0000165,PRD00193,2026-06-05,1,Damaged
RET0001633,ORD0025926,PRD00391,2025-09-30,1,Changed Mind
RET0001634,ORD0006755,PRD00244,2025-04-10,1,Defective
RET0001635,ORD0029345,PRD00827,2025-12-20,3,Damaged
RET0001636,ORD0032108,PRD00974,2026-01-25,2,Size/Compatibility
RET0001637,ORD0046337,PRD00158,2025-11-17,3,Size/Compatibility
RET0001638,ORD0005090,PRD00212,2025-05-16,3,Size/Compatibility
RET0001639,ORD0005168,PRD00028,2025-06-20,1,Late Delivery
RET0001640,ORD0010298,PRD00653,2026-08-25,3,Late Delivery
RET0001641,ORD0034072,PRD00607,2026-06-03,1,Size/Compatibility
RET0001642,ORD0043956,PRD00858,2025-07-25,1,Defective
RET0001643,ORD0044557,PRD00150,2025-06-21,1,Changed Mind
RET0001644,ORD0003763,PRD00832,2025-07-21,2,Changed Mind
RET0001645,ORD0025832,PRD00053,2025-01-13,2,Damaged
RET0001646,ORD0046411,PRD00165,2026-02-28,2,Late Delivery
RET0001647,ORD0047174,PRD00699,2025-06-15,3,Defective
RET0001648,ORD0027081,PRD00053,2026-02-08,1,Late Delivery
RET0001649,ORD0049627,PRD00566,2025-07-23,2,Late Delivery
RET0001650,ORD0017505,PRD00590,2026-02-24,3,Changed Mind
RET0001651,ORD0015217,PRD00454,2025-09-13,3,Late Delivery
RET0001652,ORD0012053,PRD00676,2025-09-12,3,Changed Mind
RET0001653,ORD0006287,PRD00410,2026-06-24,3,Damaged
RET0001654,ORD0018637,PRD00428,2025-12-21,3,Late Delivery
RET0001655,ORD0006180,PRD00318,2026-06-21,1,Defective
RET0001656,ORD0046837,PRD00540,2025-05-03,3,Size/Compatibility
RET0001657,ORD0040527,PRD00609,2026-06-28,2,Damaged
RET0001658,ORD0024032,PRD00752,2026-08-27,3,Late Delivery
RET0001659,ORD0002644,PRD00736,2025-07-26,3,Late Delivery
RET0001660,ORD0028674,PRD00132,2026-03-15,1,Late Delivery
RET0001661,ORD0042993,PRD00906,2025-02-24,1,Changed Mind
RET0001662,ORD0032355,PRD00483,2026-08-22,1,Size/Compatibility
RET0001663,ORD0011833,PRD00472,2026-07-30,3,Defective
RET0001664,ORD0044532,PRD00249,2025-07-23,2,Wrong Product
RET0001665,ORD0033970,PRD00909,2026-01-30,2,Changed Mind
RET0001666,ORD0002097,PRD00581,2025-11-26,1,Damaged
RET0001667,ORD0004234,PRD00265,2025-01-30,1,Size/Compatibility
RET0001668,ORD0032631,PRD00454,2025-06-21,2,Defective
RET0001669,ORD0020512,PRD00254,2025-04-28,2,Damaged
RET0001670,ORD0005511,PRD00358,2025-06-14,3,Size/Compatibility
RET0001671,ORD0024286,PRD00971,2025-01-26,3,Changed Mind
RET0001672,ORD0001934,PRD00268,2025-07-31,3,Late Delivery
RET0001673,ORD0040081,PRD00869,2025-07-24,1,Damaged
RET0001674,ORD0004784,PRD00216,2025-12-13,2,Size/Compatibility
RET0001675,ORD0045551,PRD00220,2026-06-05,1,Damaged
RET0001676,ORD0010952,PRD00830,2025-06-26,2,Changed Mind
RET0001677,ORD0017843,PRD00182,2026-05-18,1,Wrong Product
RET0001678,ORD0003188,PRD00513,2026-06-28,1,Size/Compatibility
RET0001679,ORD0036656,PRD00196,2026-07-27,2,Wrong Product
RET0001680,ORD0040779,PRD00685,2025-05-20,3,Damaged
RET0001681,ORD0013686,PRD00631,2026-07-07,1,Wrong Product
RET0001682,ORD0008205,PRD00299,2026-08-26,3,Wrong Product
RET0001683,ORD0024706,PRD00377,2026-06-05,2,Defective
RET0001684,ORD0020810,PRD00512,2025-06-06,1,Defective
RET0001685,ORD0002360,PRD00414,2026-05-28,1,Late Delivery
RET0001686,ORD0027752,PRD00487,2026-05-27,2,Changed Mind
RET0001687,ORD0019401,PRD00108,2025-10-11,3,Changed Mind
RET0001688,ORD0010203,PRD00779,2026-04-23,2,Defective
RET0001689,ORD0035872,PRD00231,2026-01-18,3,Wrong Product
RET0001690,ORD0011872,PRD00006,2025-12-28,3,Changed Mind
RET0001691,ORD0037560,PRD00932,2026-05-14,2,Wrong Product
RET0001692,ORD0033628,PRD00205,2025-07-09,3,Size/Compatibility
RET0001693,ORD0012463,PRD00333,2025-10-13,2,Late Delivery
RET0001694,ORD0046520,PRD00517,2026-03-27,2,Changed Mind
RET0001695,ORD0048509,PRD00951,2025-03-05,2,Wrong Product
RET0001696,ORD0023052,PRD00261,2026-07-26,1,Damaged
RET0001697,ORD0008595,PRD00062,2026-05-07,1,Changed Mind
RET0001698,ORD0002250,PRD00839,2026-02-08,2,Damaged
RET0001699,ORD0040181,PRD00302,2025-09-22,2,Wrong Product
RET0001700,ORD0014726,PRD00800,2026-01-31,2,Damaged
RET0001701,ORD0008244,PRD00084,2026-01-16,2,Wrong Product
RET0001702,ORD0049769,PRD00193,2025-09-19,1,Size/Compatibility
RET0001703,ORD0022056,PRD00526,2025-12-15,1,Wrong Product
RET0001704,ORD0041461,PRD00304,2025-01-10,2,Defective
RET0001705,ORD0039305,PRD00124,2026-02-21,1,Size/Compatibility
RET0001706,ORD0030200,PRD00590,2025-08-09,3,Late Delivery
RET0001707,ORD0003263,PRD00897,2026-08-01,3,Size/Compatibility
RET0001708,ORD0033667,PRD00680,2025-11-08,3,Changed Mind
RET0001709,ORD0044015,PRD00233,2026-01-28,3,Defective
RET0001710,ORD0024294,PRD00261,2025-08-05,3,Wrong Product
RET0001711,ORD0028668,PRD00397,2025-06-30,1,Size/Compatibility
RET0001712,ORD0018042,PRD00427,2026-06-04,2,Defective
RET0001713,ORD0048873,PRD00786,2025-06-08,2,Wrong Product
RET0001714,ORD0035779,PRD00237,2025-11-05,3,Wrong Product
RET0001715,ORD0035686,PRD00861,2026-04-22,3,Late Delivery
RET0001716,ORD0028690,PRD00253,2025-01-06,1,Defective
RET0001717,ORD0022205,PRD00926,2026-06-24,3,Defective
RET0001718,ORD0037768,PRD00269,2025-10-04,2,Changed Mind
RET0001719,ORD0025938,PRD00051,2025-12-04,3,Defective
RET0001720,ORD0001618,PRD00116,2025-06-24,2,Late Delivery
RET0001721,ORD0040780,PRD00953,2026-03-22,2,Defective
RET0001722,ORD0039525,PRD00640,2026-05-02,2,Late Delivery
RET0001723,ORD0023519,PRD00644,2025-08-16,2,Size/Compatibility
RET0001724,ORD0002953,PRD00326,2025-06-27,1,Defective
RET0001725,ORD0041585,PRD00200,2025-12-18,2,Damaged
RET0001726,ORD0031269,PRD00718,2026-01-15,2,Late Delivery
RET0001727,ORD0007415,PRD00243,2025-10-14,3,Changed Mind
RET0001728,ORD0015062,PRD00923,2025-10-10,3,Changed Mind
RET0001729,ORD0000341,PRD00078,2025-01-10,3,Damaged
RET0001730,ORD0035050,PRD00354,2026-05-05,3,Wrong Product
RET0001731,ORD0035569,PRD00123,2025-08-05,1,Wrong Product
RET0001732,ORD0030244,PRD00005,2026-05-24,2,Wrong Product
RET0001733,ORD0038444,PRD00313,2026-01-14,1,Size/Compatibility
RET0001734,ORD0030327,PRD00311,2025-03-19,3,Damaged
RET0001735,ORD0026593,PRD00155,2026-03-07,2,Damaged
RET0001736,ORD0046312,PRD00999,2026-08-21,2,Damaged
RET0001737,ORD0040052,PRD00363,2025-09-02,2,Damaged
RET0001738,ORD0044026,PRD00365,2025-07-24,2,Late Delivery
RET0001739,ORD0045467,PRD00495,2025-08-27,1,Size/Compatibility
RET0001740,ORD0003367,PRD00375,2025-06-20,1,Damaged
RET0001741,ORD0002451,PRD00139,2025-02-22,3,Defective
RET0001742,ORD0012770,PRD00625,2026-06-16,3,Changed Mind
RET0001743,ORD0013316,PRD00846,2026-03-19,1,Size/Compatibility
