order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI00000033,ORD0019634,PRD00708,8,19302.6,0.0
OI00000034,ORD0024845,PRD00763,5,6327.69,0.15
OI00000035,ORD0010573,PRD00219,3,18964.48,0.1
OI00000036,ORD0021553,PRD00799,4,22109.87,0.05
OI00000037,ORD0038092,PRD00183,3,8452.24,0.0
OI00000038,ORD0009660,PRD00480,5,12202.4,0.1
OI00000039,ORD0048739,PRD00976,1,5889.62,0.15
OI00000040,ORD0018050,PRD00222,2,1711.42,0.0
OI00000041,ORD0005300,PRD00729,2,6666.04,0.0
OI00000042,ORD0048282,PRD00334,7,9829.33,0.1
OI00000043,ORD0016564,PRD00439,1,10052.6,0.0
OI00000044,ORD0008245,PRD00021,1,903.72,0.0
OI00000045,ORD0009763,PRD00474,7,7322.24,0.0
OI00000046,ORD0039972,PRD00358,3,21080.9,0.0
OI00000047,ORD0047088,PRD00147,6,13833.09,0.0
OI00000048,ORD0042214,PRD00338,7,910.76,0.1
OI00000049,ORD0046621,PRD00695,6,8605.16,0.1
OI00000050,ORD0047822,PRD00153,8,14660.24,0.0
OI00000051,ORD0049938,PRD00626,4,13649.54,0.0
OI00000052,ORD0023849,PRD00303,4,4867.7,0.05
OI00000053,ORD0028047,PRD00913,7,10483.66,0.15
OI00000054,ORD0032758,PRD00590,4,16417.43,0.15
OI00000055,ORD0038299,PRD00472,4,15480.27,0.1
OI00000056,ORD0030504,PRD00702,1,16224.48,0.0
OI00000057,ORD0029876,PRD00745,4,8337.82,0.05
OI00000058,ORD0033406,PRD00191,3,8692.96,0.15
OI00000059,ORD0043578,PRD00438,6,428.93,0.05
OI00000060,ORD0042272,PRD00780,1,16917.45,0.15
OI00000061,ORD0017162,PRD00452,6,3120.16,0.1
OI00000062,ORD0048481,PRD00783,3,8816.57,0.05
OI00000063,ORD0037328,PRD00790,4,15716.29,0.15
OI00000064,ORD0021763,PRD00490,3,16361.17,0.15
OI00000065,ORD0042100,PRD01000,6,1342.47,0.1
OI00000066,ORD0028379,PRD00389,1,14500.01,0.1
OI00000067,ORD0040055,PRD00118,1,18448.6,0.0
OI00000068,ORD0048873,PRD00722,4,12499.37,0.0
OI00000069,ORD0009889,PRD00384,7,8607.73,0.1
OI00000070,ORD0021567,PRD00442,5,5324.67,0.1
OI00000071,ORD0046331,PRD00407,8,3359.11,0.05
OI00000072,ORD0036261,PRD00001,5,11343.71,0.15
OI00000073,ORD0021111,PRD00438,3,428.93,0.1
OI00000074,ORD0012634,PRD00872,8,16161.78,0.05
OI00000075,ORD0047658,PRD00486,7,18604.44,0.0
OI00000076,ORD0022807,PRD00496,6,6627.0,0.15
OI00000077,ORD0044340,PRD00987,3,11046.95,0.15
OI00000078,ORD0015187,PRD00333,5,883.72,0.0
OI00000079,ORD0046876,PRD00040,2,17057.0,0.0
OI00000080,ORD0016673,PRD00465,6,14975.69,0.0
OI00000081,ORD0025766,PRD00138,3,11559.02,0.05
OI00000082,ORD0045187,PRD00090,1,9393.92,0.0
OI00000083,ORD0032349,PRD00292,5,16567.5,0.0
OI00000084,ORD0007991,PRD00835,5,8783.75,0.1
OI00000085,ORD0018087,PRD00319,7,5499.34,0.0
OI00000086,ORD0035924,PRD00651,5,9196.1,0.05
OI00000087,ORD0025099,PRD00913,6,10483.66,0.05
OI00000088,ORD0023257,PRD00716,5,10502.46,0.0
OI00000089,ORD0023016,PRD00519,2,7007.58,0.0
OI00000090,ORD0018803,PRD00057,1,6611.58,0.1
OI00000091,ORD0001096,PRD00322,2,16488.62,0.15
OI00000092,ORD0031934,PRD00916,8,17464.86,0.0
OI00000093,ORD0025311,PRD00579,1,4991.65,0.0
OI00000094,ORD0019932,PRD00499,8,8421.59,0.15
OI00000095,ORD0026769,PRD00198,4,3207.55,0.1
OI00000096,ORD0026478,PRD00637,7,13985.44,0.05
OI00000097,ORD0023133,PRD00108,5,21274.64,0.1
OI00000098,ORD0017818,PRD00789,2,10847.98,0.1
OI00000099,ORD0044373,PRD00515,3,16141.66,0.0
OI00000100,ORD0047396,PRD00367,6,16157.99,0.0
OI00000101,ORD0028655,PRD00127,8,17258.35,0.0
OI00000102,ORD0043138,PRD00749,3,15655.18,0.0
OI00000103,ORD0038306,PRD00826,6,13484.37,0.0
OI00000104,ORD0026261,PRD00028,5,11768.14,0.05
OI00000105,ORD0037076,PRD00735,2,11046.91,0.0
OI00000106,ORD0045498,PRD00618,7,10584.49,0.15
OI00000107,ORD0012649,PRD00599,2,16214.49,0.0
OI00000108,ORD0008347,PRD00754,3,3625.02,0.15
OI00000109,ORD0037496,PRD00329,1,17926.5,0.0
OI00000110,ORD0042322,PRD00936,1,7475.72,0.05
OI00000111,ORD0047023,PRD00107,2,10544.54,0.0
OI00000112,ORD0035994,PRD00279,2,18994.15,0.0
OI00000113,ORD0027066,PRD00982,4,4207.39,0.1
OI00000114,ORD0047800,PRD00785,7,2979.06,0.0
OI00000115,ORD0027398,PRD00198,1,3207.55,0.0
OI00000116,ORD0020353,PRD00680,5,18347.28,0.0
OI00000117,ORD0008295,PRD00089,4,13926.4,0.0
OI00000118,ORD0012005,PRD00385,5,16279.13,0.0
OI00000119,ORD0018891,PRD00986,3,10149.46,0.0
OI00000120,ORD0038647,PRD00263,5,14005.81,0.05
OI00000121,ORD0009476,PRD00184,6,10617.2,0.15
OI00000122,ORD0001761,PRD00631,8,1171.08,0.0
OI00000123,ORD0021532,PRD00071,7,14167.32,0.05
OI00000124,ORD0019993,PRD00850,3,16861.42,0.0
OI00000125,ORD0046649,PRD00786,7,17331.27,0.15
OI00000126,ORD0015043,PRD00441,7,5137.68,0.1
OI00000127,ORD0037153,PRD00167,5,17874.03,0.0
OI00000128,ORD0035936,PRD00145,4,9827.6,0.0
OI00000129,ORD0010379,PRD00210,5,6246.46,0.0
OI00000130,ORD0003520,PRD00711,2,21451.91,0.0
OI00000131,ORD0025449,PRD00852,1,11896.56,0.1
OI00000132,ORD0044295,PRD00253,3,15794.56,0.0
OI00000133,ORD0013413,PRD00495,6,20180.85,0.0
OI00000134,ORD0011328,PRD00889,2,233.91,0.0
OI00000135,ORD0049417,PRD00722,1,12499.37,0.1
OI00000136,ORD0023499,PRD00071,7,14167.32,0.0
OI00000137,ORD0032341,PRD00502,8,11179.8,0.15
OI00000138,ORD0036762,PRD00988,5,5424.07,0.0
OI00000139,ORD0047770,PRD00609,2,10991.27,0.0
OI00000140,ORD0034708,PRD00892,1,5428.62,0.1
OI00000141,ORD0009561,PRD00851,7,18643.48,0.05
OI00000142,ORD0010282,PRD00579,6,4991.65,0.15
OI00000143,ORD0017751,PRD00688,1,7447.54,0.0
OI00000144,ORD0046084,PRD00632,3,18991.38,0.0
OI00000145,ORD0004289,PRD00578,7,4720.83,0.0
OI00000146,ORD0009740,PRD00785,7,2979.06,0.0
OI00000147,ORD0049549,PRD00258,6,20212.66,0.0
OI00000148,ORD0011793,PRD00662,7,1749.41,0.0
OI00000149,ORD0007933,PRD00444,7,14684.6,0.15
OI00000150,ORD0044049,PRD00691,2,7746.38,0.0
OI00000151,ORD0001352,PRD00586,3,6485.53,0.0
OI00000152,ORD0009951,PRD00445,3,7970.09,0.1
OI00000153,ORD0012712,PRD00646,3,16364.51,0.05
OI00000154,ORD0029189,PRD00592,3,22194.08,0.0
OI00000155,ORD0025984,PRD00538,3,2291.43,0.1
OI00000156,ORD0018308,PRD00195,3,12138.11,0.1
OI00000157,ORD0014585,PRD00265,5,2200.14,0.0
OI00000158,ORD0027307,PRD00921,4,14978.82,0.0
OI00000159,ORD0025958,PRD00791,1,15286.08,0.0
OI00000160,ORD0001632,PRD00804,1,20852.01,0.0
OI00000161,ORD0029965,PRD00480,2,12202.4,0.05
OI00000162,ORD0047096,PRD00837,3,4094.84,0.05
OI00000163,ORD0012473,PRD00894,4,3772.7,0.1
OI00000164,ORD0014587,PRD00194,5,14535.52,0.0
OI00000165,ORD0041170,PRD00893,5,19474.56,0.1
OI00000166,ORD0002682,PRD00415,4,18875.29,0.0
OI00000167,ORD0041065,PRD00221,7,18926.99,0.15
OI00000168,ORD0002913,PRD00688,2,7447.54,0.0
OI00000169,ORD0036272,PRD00611,1,2913.52,0.05
OI00000170,ORD0012992,PRD00120,5,5449.65,0.05
OI00000171,ORD0030950,PRD00173,1,1239.44,0.15
OI00000172,ORD0010041,PRD00786,3,17331.27,0.15
OI00000173,ORD0009202,PRD00937,2,7241.63,0.05
OI00000174,ORD0039505,PRD00286,6,6472.44,0.0
OI00000175,ORD0002007,PRD00639,5,3572.14,0.15
OI00000176,ORD0003033,PRD00792,1,16499.25,0.0
OI00000177,ORD0011358,PRD00785,1,2979.06,0.0
OI00000178,ORD0042506,PRD00198,6,3207.55,0.05
OI00000179,ORD0046019,PRD00398,7,2862.22,0.0
OI00000180,ORD0005876,PRD00977,5,18421.38,0.15
OI00000181,ORD0044852,PRD00697,2,8327.94,0.0
OI00000182,ORD0017293,PRD00526,6,3049.41,0.0
OI00000183,ORD0049622,PRD00550,6,1513.81,0.05
OI00000184,ORD0008446,PRD00771,2,13953.86,0.05
OI00000185,ORD0000869,PRD00056,8,2809.02,0.0
OI00000186,ORD0034359,PRD00652,7,1127.33,0.0
OI00000187,ORD0027349,PRD00342,2,13530.2,0.05
OI00000188,ORD0029992,PRD00526,3,3049.41,0.15
OI00000189,ORD0008072,PRD00770,4,16262.2,0.0
OI00000190,ORD0039528,PRD00800,5,341.95,0.0
OI00000191,ORD0049640,PRD00579,2,4991.65,0.05
OI00000192,ORD0027808,PRD00999,7,10479.93,0.0
OI00000193,ORD0025694,PRD00366,7,14366.95,0.0
OI00000194,ORD0004975,PRD00141,3,15155.52,0.15
OI00000195,ORD0031815,PRD00119,2,716.05,0.0
OI00000196,ORD0032764,PRD00812,6,4845.39,0.0
OI00000197,ORD0025192,PRD00520,8,15335.99,0.0
OI00000198,ORD0035496,PRD00744,4,19116.07,0.0
OI00000199,ORD0006641,PRD00658,2,10716.24,0.15
OI00000200,ORD0015066,PRD00054,4,21282.91,0.0
OI00000201,ORD0032686,PRD00179,3,14320.28,0.0
OI00000202,ORD0016174,PRD00395,3,9008.32,0.0
OI00000203,ORD0011182,PRD00904,6,12769.6,0.1
OI00000204,ORD0038685,PRD00087,2,3186.46,0.15
OI00000205,ORD0013895,PRD00419,7,16068.64,0.1
OI00000206,ORD0042782,PRD00558,1,14226.66,0.05
OI00000207,ORD0035025,PRD00882,1,8745.54,0.15
OI00000208,ORD0031746,PRD00047,1,1363.32,0.0
OI00000209,ORD0001323,PRD00851,3,18643.48,0.0
OI00000210,ORD0041048,PRD00860,7,2490.73,0.1
OI00000211,ORD0028742,PRD00802,2,15528.95,0.0
OI00000212,ORD0001221,PRD00716,1,10502.46,0.0
OI00000213,ORD0032868,PRD00006,1,14541.57,0.1
OI00000214,ORD0024992,PRD00826,6,13484.37,0.0
OI00000215,ORD0047561,PRD00099,2,8804.11,0.0
OI00000216,ORD0004431,PRD00696,1,4763.33,0.15
OI00000217,ORD0003814,PRD00829,6,8533.98,0.0
OI00000218,ORD0001910,PRD00070,3,18864.77,0.0
OI00000219,ORD0000846,PRD00572,2,19435.23,0.15
OI00000220,ORD0019390,PRD00448,2,5299.05,0.0
OI00000221,ORD0008422,PRD00711,2,21451.91,0.05
OI00000222,ORD0007152,PRD00548,6,13080.42,0.05
OI00000223,ORD0014254,PRD00220,8,5140.77,0.0
OI00000224,ORD0025900,PRD00304,7,10885.3,0.15
OI00000225,ORD0004018,PRD00600,4,8658.28,0.15
OI00000226,ORD0009494,PRD00801,5,18876.92,0.0
OI00000227,ORD0038045,PRD00330,5,5941.95,0.0
OI00000228,ORD0015974,PRD00125,7,16350.28,0.0
OI00000229,ORD0006000,PRD00930,1,4685.46,0.0
OI00000230,ORD0012929,PRD00504,7,17505.26,0.0
OI00000231,ORD0011269,PRD00702,1,16224.48,0.0
OI00000232,ORD0026346,PRD00233,2,12299.01,0.15
OI00000233,ORD0031965,PRD00547,2,13994.09,0.0
OI00000234,ORD0037218,PRD00854,3,10715.4,0.1
OI00000235,ORD0018860,PRD00225,2,16130.77,0.05
OI00000236,ORD0033007,PRD00029,5,5693.78,0.15
OI00000237,ORD0011595,PRD00774,8,10982.48,0.0
OI00000238,ORD0016412,PRD00927,8,13448.17,0.15
OI00000239,ORD0003796,PRD00795,1,13167.09,0.1
OI00000240,ORD0024763,PRD00869,8,9745.15,0.0
OI00000241,ORD0014178,PRD00479,6,17762.68,0.1
OI00000242,ORD0047444,PRD00106,7,9184.6,0.0
OI00000243,ORD0046130,PRD00721,3,10747.59,0.05
OI00000244,ORD0013924,PRD00346,2,3249.66,0.1
OI00000245,ORD0034035,PRD00658,3,10716.24,0.1
OI00000246,ORD0007692,PRD00536,7,7070.66,0.0
OI00000247,ORD0026395,PRD00775,2,2336.73,0.05
OI00000248,ORD0021539,PRD00650,8,7909.27,0.05
OI00000249,ORD0044707,PRD00270,3,4074.3,0.0
OI00000250,ORD0019910,PRD00668,5,4574.09,0.0
OI00000251,ORD0005391,PRD00045,6,4596.19,0.0
OI00000252,ORD0010275,PRD00387,3,1371.02,0.0
OI00000253,ORD0005844,PRD00122,6,10797.45,0.05
OI00000254,ORD0001816,PRD00955,1,15196.7,0.0
OI00000255,ORD0011100,PRD00778,3,15430.89,0.0
OI00000256,ORD0000871,PRD00978,4,13585.41,0.05
OI00000257,ORD0033876,PRD00007,1,12028.0,0.1
OI00000258,ORD0037864,PRD00213,5,14532.76,0.1
OI00000259,ORD0041720,PRD01000,4,1342.47,0.0
OI00000260,ORD0026230,PRD00129,1,18325.57,0.0
OI00000261,ORD0030741,PRD00034,2,14645.02,0.0
OI00000262,ORD0040296,PRD00343,5,15624.97,0.0
OI00000263,ORD0030999,PRD00067,3,13318.93,0.0
OI00000264,ORD0014583,PRD00580,6,20861.47,0.05
OI00000265,ORD0000178,PRD00010,5,912.4,0.0
OI00000266,ORD0006675,PRD00309,3,13860.97,0.0
OI00000267,ORD0017657,PRD00252,2,8512.94,0.0
OI00000268,ORD0021432,PRD00975,8,11702.96,0.0
OI00000269,ORD0028254,PRD00330,8,5941.95,0.15
OI00000270,ORD0011650,PRD00108,3,21274.64,0.0
OI00000271,ORD0006962,PRD00042,8,17076.15,0.1
OI00000272,ORD0032087,PRD00592,7,22194.08,0.05
OI00000273,ORD0036663,PRD00246,4,15093.64,0.0
OI00000274,ORD0032109,PRD00279,1,18994.15,0.0
OI00000275,ORD0018887,PRD00194,4,14535.52,0.0
OI00000276,ORD0024970,PRD00386,2,10782.01,0.1
OI00000277,ORD0028439,PRD00850,7,16861.42,0.1
OI00000278,ORD0039796,PRD00268,2,13122.28,0.1
OI00000279,ORD0044832,PRD00222,6,1711.42,0.1
OI00000280,ORD0034778,PRD00397,5,1961.54,0.15
OI00000281,ORD0012257,PRD00262,3,12616.21,0.0
OI00000282,ORD0003467,PRD00199,2,2263.11,0.0
OI00000283,ORD0017929,PRD00415,8,18875.29,0.0
OI00000284,ORD0028181,PRD00521,8,4640.59,0.1
OI00000285,ORD0035241,PRD00263,7,14005.81,0.0
OI00000286,ORD0026466,PRD00242,5,12405.04,0.0
OI00000287,ORD0043146,PRD00428,2,441.57,0.1
OI00000288,ORD0041748,PRD00962,5,9950.6,0.05
OI00000289,ORD0021608,PRD00968,3,19051.29,0.15
OI00000290,ORD0013106,PRD00891,2,7370.44,0.0
OI00000291,ORD0020300,PRD00342,1,13530.2,0.0
OI00000292,ORD0002820,PRD00809,1,12138.04,0.0
OI00000293,ORD0016509,PRD00263,1,14005.81,0.05
OI00000294,ORD0008573,PRD00314,2,12315.62,0.0
OI00000295,ORD0027023,PRD00210,1,6246.46,0.15
OI00000296,ORD0030781,PRD00430,7,10630.59,0.15
OI00000297,ORD0035178,PRD00321,3,9014.73,0.0
OI00000298,ORD0001125,PRD00884,4,6544.34,0.15
OI00000299,ORD0024650,PRD00023,7,5562.69,0.05
OI00000300,ORD0026423,PRD00172,8,2225.24,0.05
OI00000301,ORD0010660,PRD00210,7,6246.46,0.1
OI00000302,ORD0014416,PRD00552,3,19277.47,0.0
OI00000303,ORD0013031,PRD00057,1,6611.58,0.1
OI00000304,ORD0003731,PRD00974,4,15670.99,0.0
OI00000305,ORD0020762,PRD00248,4,2910.94,0.15
OI00000306,ORD0002781,PRD00357,3,2696.9,0.05
OI00000307,ORD0039970,PRD00666,1,2723.57,0.15
OI00000308,ORD0042330,PRD00703,5,3921.94,0.0
OI00000309,ORD0034873,PRD00019,2,7200.8,0.0
OI00000310,ORD0045639,PRD00525,1,19373.58,0.05
OI00000311,ORD0046290,PRD00109,4,13988.89,0.15
OI00000312,ORD0045844,PRD00164,8,9944.68,0.0
OI00000313,ORD0023436,PRD00691,6,7746.38,0.05
OI00000314,ORD0013017,PRD00684,8,9426.94,0.0
OI00000315,ORD0038114,PRD00688,6,7447.54,0.05
OI00000316,ORD0010764,PRD00686,3,4384.3,0.0
OI00000317,ORD0022964,PRD00945,3,5119.24,0.1
OI00000318,ORD0049131,PRD00378,4,7710.32,0.15
OI00000319,ORD0039548,PRD00861,4,15737.14,0.05
OI00000320,ORD0043755,PRD00927,6,13448.17,0.1
OI00000321,ORD0007269,PRD00039,8,1036.31,0.15
OI00000322,ORD0029809,PRD00931,3,9860.01,0.05
OI00000323,ORD0028142,PRD00138,4,11559.02,0.15
OI00000324,ORD0006284,PRD00074,7,18954.9,0.15
OI00000325,ORD0012221,PRD00416,1,7355.75,0.1
OI00000326,ORD0001128,PRD00857,8,14217.94,0.0
OI00000327,ORD0042995,PRD00441,3,5137.68,0.15
OI00000328,ORD0036304,PRD00715,5,8748.84,0.0
OI00000329,ORD0025684,PRD00448,3,5299.05,0.0
OI00000330,ORD0008167,PRD00523,1,16670.26,0.0
OI00000331,ORD0001377,PRD00538,4,2291.43,0.0
OI00000332,ORD0001614,PRD00946,2,6855.62,0.0
OI00000333,ORD0036727,PRD00867,1,3714.56,0.05
OI00000334,ORD0046715,PRD00270,2,4074.3,0.0
OI00000335,ORD0009177,PRD00824,5,17951.96,0.05
OI00000336,ORD0006462,PRD00003,7,5767.39,0.1
OI00000337,ORD0047703,PRD00399,4,13555.05,0.05
OI00000338,ORD0023886,PRD00396,8,8537.46,0.15
OI00000339,ORD0024481,PRD00259,5,9419.37,0.0
OI00000340,ORD0019398,PRD00897,7,17995.35,0.0
OI00000341,ORD0023208,PRD00221,5,18926.99,0.0
OI00000342,ORD0002384,PRD00740,2,7121.6,0.15
OI00000343,ORD0047706,PRD00033,3,17827.37,0.0
OI00000344,ORD0031592,PRD00638,7,21773.54,0.15
OI00000345,ORD0000270,PRD00598,4,6074.15,0.0
OI00000346,ORD0039652,PRD00171,5,4410.76,0.0
OI00000347,ORD0041458,PRD00279,2,18994.15,0.0
OI00000348,ORD0027498,PRD00807,7,19352.44,0.15
OI00000349,ORD0042344,PRD00264,8,17170.58,0.15
OI00000350,ORD0027086,PRD00954,3,7655.44,0.0
OI00000351,ORD0026764,PRD00766,7,12958.41,0.0
OI00000352,ORD0042424,PRD00377,7,19748.29,0.0
OI00000353,ORD0002816,PRD00325,3,21216.23,0.0
OI00000354,ORD0018386,PRD00189,8,2231.54,0.0
OI00000355,ORD0002905,PRD00113,3,6693.3,0.05
OI00000356,ORD0044866,PRD01000,3,1342.47,0.05
OI00000357,ORD0019602,PRD00065,2,19240.26,0.0
OI00000358,ORD0036437,PRD00243,7,12822.48,0.05
OI00000359,ORD0028526,PRD00897,7,17995.35,0.15
OI00000360,ORD0031357,PRD00899,8,3806.1,0.0
OI00000361,ORD0028161,PRD00321,4,9014.73,0.05
OI00000362,ORD0049363,PRD00656,3,3549.51,0.05
OI00000363,ORD0002700,PRD00110,3,16808.01,0.1
OI00000364,ORD0044303,PRD00712,5,7789.74,0.15
OI00000365,ORD0041879,PRD00328,7,17800.46,0.1
OI00000366,ORD0007369,PRD00594,8,10028.46,0.0
OI00000367,ORD0002272,PRD00836,7,3946.07,0.0
OI00000368,ORD0043837,PRD00772,4,14132.38,0.0
OI00000369,ORD0015083,PRD00051,3,11710.01,0.0
OI00000370,ORD0011863,PRD00819,2,11644.31,0.05
OI00000371,ORD0008124,PRD00764,5,7584.53,0.05
OI00000372,ORD0028288,PRD00346,8,3249.66,0.0
OI00000373,ORD0007611,PRD00080,6,13082.1,0.1
OI00000374,ORD0023270,PRD00236,8,8358.66,0.0
OI00000375,ORD0006122,PRD00575,3,6165.02,0.0
OI00000376,ORD0002070,PRD00140,7,9564.47,0.0
OI00000377,ORD0016548,PRD00913,4,10483.66,0.0
OI00000378,ORD0023390,PRD00519,8,7007.58,0.0
OI00000379,ORD0026946,PRD00587,4,9709.22,0.0
OI00000380,ORD0002243,PRD00948,7,7633.2,0.1
OI00000381,ORD0036679,PRD00539,8,16920.58,0.1
OI00000382,ORD0033455,PRD00431,7,15431.41,0.0
OI00000383,ORD0018277,PRD00041,4,21475.54,0.0
OI00000384,ORD0016307,PRD00200,3,19539.87,0.0
OI00000385,ORD0006066,PRD00221,1,18926.99,0.0
OI00000386,ORD0005356,PRD00120,5,5449.65,0.0
OI00000387,ORD0022450,PRD00054,6,21282.91,0.0
OI00000388,ORD0041971,PRD00891,6,7370.44,0.0
OI00000389,ORD0043079,PRD00871,5,10488.51,0.0
OI00000390,ORD0014675,PRD00809,3,12138.04,0.1
OI00000391,ORD0023893,PRD00994,5,1368.19,0.15
OI00000392,ORD0026087,PRD00925,3,3881.22,0.05
OI00000393,ORD0000587,PRD00518,6,12725.3,0.0
OI00000394,ORD0013766,PRD00113,3,6693.3,0.05
OI00000395,ORD0049334,PRD00625,7,13135.13,0.0
OI00000396,ORD0043833,PRD00346,1,3249.66,0.05
OI00000397,ORD0000701,PRD00258,2,20212.66,0.0
OI00000398,ORD0001026,PRD00319,5,5499.34,0.0
OI00000399,ORD0036026,PRD00800,7,341.95,0.1
OI00000400,ORD0023555,PRD00470,7,14610.16,0.15
OI00000401,ORD0015769,PRD00835,6,8783.75,0.05
OI00000402,ORD0005119,PRD00956,7,4216.66,0.0
OI00000403,ORD0008059,PRD00283,7,19698.56,0.15
OI00000404,ORD0048563,PRD00827,4,12423.69,0.15
OI00000405,ORD0023090,PRD00326,3,18612.74,0.1
OI00000406,ORD0022388,PRD00243,6,12822.48,0.1
OI00000407,ORD0040736,PRD00125,5,16350.28,0.0
OI00000408,ORD0028827,PRD00432,2,10037.64,0.1
OI00000409,ORD0000030,PRD00620,1,762.51,0.0
OI00000410,ORD0012004,PRD00521,3,4640.59,0.05
OI00000411,ORD0030321,PRD00232,8,10008.0,0.05
OI00000412,ORD0027164,PRD00406,4,7564.15,0.05
OI00000413,ORD0029871,PRD00869,2,9745.15,0.05
OI00000414,ORD0029696,PRD00865,2,15349.25,0.05
OI00000415,ORD0045447,PRD00661,8,10287.1,0.15
OI00000416,ORD0042531,PRD00938,8,20925.56,0.0
OI00000417,ORD0009562,PRD00316,7,20756.54,0.1
OI00000418,ORD0007675,PRD00440,5,18330.44,0.0
OI00000419,ORD0041740,PRD00023,5,5562.69,0.15
OI00000420,ORD0048976,PRD00295,8,16721.98,0.0
OI00000421,ORD0026887,PRD00758,7,20801.43,0.15
OI00000422,ORD0008308,PRD00980,3,12183.03,0.0
OI00000423,ORD0021919,PRD00875,1,10492.67,0.05
OI00000424,ORD0048880,PRD00919,8,15803.85,0.15
OI00000425,ORD0025642,PRD00096,4,6483.41,0.0
OI00000426,ORD0018852,PRD00482,4,19939.25,0.0
OI00000427,ORD0040758,PRD00275,8,2672.81,0.05
OI00000428,ORD0013664,PRD00894,4,3772.7,0.0
OI00000429,ORD0001552,PRD00128,2,11369.17,0.1
OI00000430,ORD0042810,PRD00460,3,8414.86,0.1
OI00000431,ORD0039935,PRD00716,8,10502.46,0.15
OI00000432,ORD0013801,PRD00259,7,9419.37,0.0
OI00000433,ORD0042992,PRD00899,7,3806.1,0.15
OI00000434,ORD0015742,PRD00244,3,7175.26,0.15
OI00000435,ORD0014488,PRD00440,5,18330.44,0.15
OI00000436,ORD0011204,PRD00110,8,16808.01,0.0
OI00000437,ORD0007937,PRD00467,2,12549.33,0.05
OI00000438,ORD0019905,PRD00318,8,18257.44,0.1
OI00000439,ORD0010559,PRD00439,3,10052.6,0.0
OI00000440,ORD0014700,PRD00226,3,9631.46,0.05
OI00000441,ORD0034164,PRD00302,7,9193.61,0.15
OI00000442,ORD0036086,PRD00794,8,21000.62,0.0
OI00000443,ORD0010669,PRD00582,8,17100.17,0.0
OI00000444,ORD0033427,PRD00327,3,15470.83,0.1
OI00000445,ORD0039877,PRD00990,8,5989.48,0.0
OI00000446,ORD0014187,PRD00019,1,7200.8,0.0
OI00000447,ORD0038073,PRD00135,5,10894.17,0.15
OI00000448,ORD0040099,PRD00341,2,12092.95,0.05
OI00000449,ORD0014935,PRD00212,2,247.37,0.05
OI00000450,ORD0036278,PRD00880,4,17279.47,0.0
OI00000451,ORD0036005,PRD00813,8,2308.37,0.0
OI00000452,ORD0040390,PRD00893,8,19474.56,0.0
OI00000453,ORD0044943,PRD00138,4,11559.02,0.0
OI00000454,ORD0007128,PRD00064,6,14202.77,0.05
OI00000455,ORD0036936,PRD00842,8,12625.93,0.1
OI00000456,ORD0009198,PRD00142,1,4895.64,0.0
OI00000457,ORD0022234,PRD00256,6,6305.79,0.05
OI00000458,ORD0044053,PRD00687,3,10453.91,0.0
OI00000459,ORD0029366,PRD00670,5,11488.79,0.05
OI00000460,ORD0026766,PRD00825,8,7566.03,0.05
OI00000461,ORD0001889,PRD00699,1,10146.5,0.0
OI00000462,ORD0016346,PRD00585,4,6805.9,0.15
OI00000463,ORD0004984,PRD00636,6,4725.8,0.0
OI00000464,ORD0016444,PRD00130,8,1058.72,0.0
OI00000465,ORD0011379,PRD00119,3,716.05,0.05
